,STATE,STNAME,COUNTY,CTYNAME,YEAR,AGEGRP,TOT_MALE,TOT_FEMALE,TOT_POP,Year
418194,38,North Dakota,21,Dickey County,11,4,186,174,360,2018
418195,38,North Dakota,21,Dickey County,11,5,152,166,318,2018
418196,38,North Dakota,21,Dickey County,11,6,121,119,240,2018
418197,38,North Dakota,21,Dickey County,11,7,126,116,242,2018
418198,38,North Dakota,21,Dickey County,11,8,143,125,268,2018
418199,38,North Dakota,21,Dickey County,11,9,127,117,244,2018
418200,38,North Dakota,21,Dickey County,11,10,122,132,254,2018
418201,38,North Dakota,21,Dickey County,11,11,141,136,277,2018
418202,38,North Dakota,21,Dickey County,11,12,174,162,336,2018
418203,38,North Dakota,21,Dickey County,11,13,184,185,369,2018
418204,38,North Dakota,21,Dickey County,11,14,135,123,258,2018
418205,38,North Dakota,21,Dickey County,11,15,116,113,229,2018
418206,38,North Dakota,21,Dickey County,11,16,86,109,195,2018
418207,38,North Dakota,21,Dickey County,11,17,50,82,132,2018
418208,38,North Dakota,21,Dickey County,11,18,61,127,188,2018
418400,38,North Dakota,23,Divide County,11,1,90,53,143,2018
418401,38,North Dakota,23,Divide County,11,2,85,51,136,2018
418402,38,North Dakota,23,Divide County,11,3,75,87,162,2018
418403,38,North Dakota,23,Divide County,11,4,49,52,101,2018
418404,38,North Dakota,23,Divide County,11,5,45,35,80,2018
418405,38,North Dakota,23,Divide County,11,6,58,49,107,2018
418406,38,North Dakota,23,Divide County,11,7,75,48,123,2018
418407,38,North Dakota,23,Divide County,11,8,62,62,124,2018
418408,38,North Dakota,23,Divide County,11,9,51,46,97,2018
418409,38,North Dakota,23,Divide County,11,10,50,39,89,2018
418410,38,North Dakota,23,Divide County,11,11,67,92,159,2018
418411,38,North Dakota,23,Divide County,11,12,98,104,202,2018
418412,38,North Dakota,23,Divide County,11,13,99,84,183,2018
418413,38,North Dakota,23,Divide County,11,14,93,64,157,2018
418414,38,North Dakota,23,Divide County,11,15,82,67,149,2018
418415,38,North Dakota,23,Divide County,11,16,41,46,87,2018
418416,38,North Dakota,23,Divide County,11,17,41,37,78,2018
418417,38,North Dakota,23,Divide County,11,18,33,73,106,2018
418609,38,North Dakota,25,Dunn County,11,1,169,157,326,2018
418610,38,North Dakota,25,Dunn County,11,2,134,162,296,2018
418611,38,North Dakota,25,Dunn County,11,3,152,115,267,2018
418612,38,North Dakota,25,Dunn County,11,4,109,113,222,2018
418613,38,North Dakota,25,Dunn County,11,5,118,101,219,2018
418614,38,North Dakota,25,Dunn County,11,6,183,144,327,2018
418615,38,North Dakota,25,Dunn County,11,7,175,129,304,2018
418616,38,North Dakota,25,Dunn County,11,8,153,111,264,2018
418617,38,North Dakota,25,Dunn County,11,9,123,100,223,2018
418618,38,North Dakota,25,Dunn County,11,10,119,90,209,2018
418619,38,North Dakota,25,Dunn County,11,11,138,128,266,2018
418620,38,North Dakota,25,Dunn County,11,12,199,167,366,2018
418621,38,North Dakota,25,Dunn County,11,13,189,164,353,2018
418622,38,North Dakota,25,Dunn County,11,14,136,113,249,2018
418623,38,North Dakota,25,Dunn County,11,15,59,67,126,2018
418624,38,North Dakota,25,Dunn County,11,16,53,57,110,2018
