,STATE,STNAME,COUNTY,CTYNAME,YEAR,AGEGRP,TOT_MALE,TOT_FEMALE,TOT_POP,Year
212751,21,Kentucky,49,Clark County,11,8,997,1067,2064,2018
212752,21,Kentucky,49,Clark County,11,9,1107,1205,2312,2018
212753,21,Kentucky,49,Clark County,11,10,1283,1265,2548,2018
212754,21,Kentucky,49,Clark County,11,11,1203,1308,2511,2018
212755,21,Kentucky,49,Clark County,11,12,1289,1394,2683,2018
212756,21,Kentucky,49,Clark County,11,13,1128,1254,2382,2018
212757,21,Kentucky,49,Clark County,11,14,964,1102,2066,2018
212758,21,Kentucky,49,Clark County,11,15,805,944,1749,2018
212759,21,Kentucky,49,Clark County,11,16,542,642,1184,2018
212760,21,Kentucky,49,Clark County,11,17,295,472,767,2018
212761,21,Kentucky,49,Clark County,11,18,252,462,714,2018
212953,21,Kentucky,51,Clay County,11,1,572,612,1184,2018
212954,21,Kentucky,51,Clay County,11,2,596,556,1152,2018
212955,21,Kentucky,51,Clay County,11,3,577,552,1129,2018
212956,21,Kentucky,51,Clay County,11,4,622,536,1158,2018
212957,21,Kentucky,51,Clay County,11,5,590,460,1050,2018
212958,21,Kentucky,51,Clay County,11,6,891,720,1611,2018
212959,21,Kentucky,51,Clay County,11,7,905,564,1469,2018
212960,21,Kentucky,51,Clay County,11,8,764,622,1386,2018
212961,21,Kentucky,51,Clay County,11,9,728,619,1347,2018
212962,21,Kentucky,51,Clay County,11,10,795,646,1441,2018
212963,21,Kentucky,51,Clay County,11,11,745,663,1408,2018
212964,21,Kentucky,51,Clay County,11,12,699,722,1421,2018
212965,21,Kentucky,51,Clay County,11,13,618,666,1284,2018
212966,21,Kentucky,51,Clay County,11,14,527,556,1083,2018
212967,21,Kentucky,51,Clay County,11,15,362,467,829,2018
212968,21,Kentucky,51,Clay County,11,16,243,314,557,2018
212969,21,Kentucky,51,Clay County,11,17,129,194,323,2018
212970,21,Kentucky,51,Clay County,11,18,104,169,273,2018
213162,21,Kentucky,53,Clinton County,11,1,285,327,612,2018
213163,21,Kentucky,53,Clinton County,11,2,299,323,622,2018
213164,21,Kentucky,53,Clinton County,11,3,350,286,636,2018
213165,21,Kentucky,53,Clinton County,11,4,325,301,626,2018
213166,21,Kentucky,53,Clinton County,11,5,275,251,526,2018
213167,21,Kentucky,53,Clinton County,11,6,307,340,647,2018
213168,21,Kentucky,53,Clinton County,11,7,266,271,537,2018
213169,21,Kentucky,53,Clinton County,11,8,285,310,595,2018
213170,21,Kentucky,53,Clinton County,11,9,291,279,570,2018
213171,21,Kentucky,53,Clinton County,11,10,335,325,660,2018
213172,21,Kentucky,53,Clinton County,11,11,351,361,712,2018
213173,21,Kentucky,53,Clinton County,11,12,372,384,756,2018
213174,21,Kentucky,53,Clinton County,11,13,350,367,717,2018
213175,21,Kentucky,53,Clinton County,11,14,314,312,626,2018
213176,21,Kentucky,53,Clinton County,11,15,267,259,526,2018
213177,21,Kentucky,53,Clinton County,11,16,171,244,415,2018
213178,21,Kentucky,53,Clinton County,11,17,113,143,256,2018
213179,21,Kentucky,53,Clinton County,11,18,58,109,167,2018
213371,21,Kentucky,55,Crittenden County,11,1,235,236,471,2018
213372,21,Kentucky,55,Crittenden County,11,2,278,254,532,2018
213373,21,Kentucky,55,Crittenden County,11,3,322,300,622,2018
213374,21,Kentucky,55,Crittenden County,11,4,290,234,524,2018
213375,21,Kentucky,55,Crittenden County,11,5,232,229,461,2018
213376,21,Kentucky,55,Crittenden County,11,6,270,223,493,2018
213377,21,Kentucky,55,Crittenden County,11,7,224,208,432,2018
213378,21,Kentucky,55,Crittenden County,11,8,272,279,551,2018
213379,21,Kentucky,55,Crittenden County,11,9,278,238,516,2018
213380,21,Kentucky,55,Crittenden County,11,10,267,267,534,2018
213381,21,Kentucky,55,Crittenden County,11,11,314,294,608,2018
213382,21,Kentucky,55,Crittenden County,11,12,303,365,668,2018
213383,21,Kentucky,55,Crittenden County,11,13,332,319,651,2018
213384,21,Kentucky,55,Crittenden County,11,14,277,299,576,2018
213385,21,Kentucky,55,Crittenden County,11,15,239,248,487,2018
213386,21,Kentucky,55,Crittenden County,11,16,179,217,396,2018
213387,21,Kentucky,55,Crittenden County,11,17,105,95,200,2018
213388,21,Kentucky,55,Crittenden County,11,18,71,122,193,2018
213580,21,Kentucky,57,Cumberland County,11,1,213,191,404,2018
213581,21,Kentucky,57,Cumberland County,11,2,208,216,424,2018
213582,21,Kentucky,57,Cumberland County,11,3,200,182,382,2018
213583,21,Kentucky,57,Cumberland County,11,4,174,187,361,2018
213584,21,Kentucky,57,Cumberland County,11,5,171,135,306,2018
213585,21,Kentucky,57,Cumberland County,11,6,169,223,392,2018
213586,21,Kentucky,57,Cumberland County,11,7,176,157,333,2018
213587,21,Kentucky,57,Cumberland County,11,8,173,172,345,2018
213588,21,Kentucky,57,Cumberland County,11,9,165,177,342,2018
213589,21,Kentucky,57,Cumberland County,11,10,192,204,396,2018
213590,21,Kentucky,57,Cumberland County,11,11,205,248,453,2018
213591,21,Kentucky,57,Cumberland County,11,12,270,275,545,2018
213592,21,Kentucky,57,Cumberland County,11,13,267,253,520,2018
213593,21,Kentucky,57,Cumberland County,11,14,224,237,461,2018
213594,21,Kentucky,57,Cumberland County,11,15,180,195,375,2018
213595,21,Kentucky,57,Cumberland County,11,16,129,164,293,2018
213596,21,Kentucky,57,Cumberland County,11,17,82,95,177,2018
213597,21,Kentucky,57,Cumberland County,11,18,47,103,150,2018
213789,21,Kentucky,59,Daviess County,11,1,3553,3274,6827,2018
213790,21,Kentucky,59,Daviess County,11,2,3533,3332,6865,2018
213791,21,Kentucky,59,Daviess County,11,3,3540,3437,6977,2018
213792,21,Kentucky,59,Daviess County,11,4,3235,3142,6377,2018
213793,21,Kentucky,59,Daviess County,11,5,2965,2906,5871,2018
213794,21,Kentucky,59,Daviess County,11,6,3440,3409,6849,2018
213795,21,Kentucky,59,Daviess County,11,7,3018,3157,6175,2018
213796,21,Kentucky,59,Daviess County,11,8,3091,3101,6192,2018
213797,21,Kentucky,59,Daviess County,11,9,2896,2865,5761,2018
213798,21,Kentucky,59,Daviess County,11,10,3064,3082,6146,2018
213799,21,Kentucky,59,Daviess County,11,11,3101,3192,6293,2018
213800,21,Kentucky,59,Daviess County,11,12,3294,3662,6956,2018
213801,21,Kentucky,59,Daviess County,11,13,3213,3474,6687,2018
213802,21,Kentucky,59,Daviess County,11,14,2542,2820,5362,2018
213803,21,Kentucky,59,Daviess County,11,15,1996,2429,4425,2018
213804,21,Kentucky,59,Daviess County,11,16,1305,1652,2957,2018
213805,21,Kentucky,59,Daviess County,11,17,887,1252,2139,2018
213806,21,Kentucky,59,Daviess County,11,18,726,1519,2245,2018
213998,21,Kentucky,61,Edmonson County,11,1,288,296,584,2018
213999,21,Kentucky,61,Edmonson County,11,2,317,299,616,2018
214000,21,Kentucky,61,Edmonson County,11,3,332,296,628,2018
214001,21,Kentucky,61,Edmonson County,11,4,438,320,758,2018
214002,21,Kentucky,61,Edmonson County,11,5,398,349,747,2018
214003,21,Kentucky,61,Edmonson County,11,6,398,376,774,2018
214004,21,Kentucky,61,Edmonson County,11,7,337,347,684,2018
214005,21,Kentucky,61,Edmonson County,11,8,361,378,739,2018
214006,21,Kentucky,61,Edmonson County,11,9,371,370,741,2018
214007,21,Kentucky,61,Edmonson County,11,10,375,422,797,2018
214008,21,Kentucky,61,Edmonson County,11,11,384,403,787,2018
214009,21,Kentucky,61,Edmonson County,11,12,514,467,981,2018
214010,21,Kentucky,61,Edmonson County,11,13,434,458,892,2018
214011,21,Kentucky,61,Edmonson County,11,14,413,404,817,2018
214012,21,Kentucky,61,Edmonson County,11,15,325,352,677,2018
214013,21,Kentucky,61,Edmonson County,11,16,242,272,514,2018
214014,21,Kentucky,61,Edmonson County,11,17,120,142,262,2018
214015,21,Kentucky,61,Edmonson County,11,18,114,162,276,2018
214207,21,Kentucky,63,Elliott County,11,1,186,158,344,2018
214208,21,Kentucky,63,Elliott County,11,2,190,188,378,2018
214209,21,Kentucky,63,Elliott County,11,3,193,203,396,2018
214210,21,Kentucky,63,Elliott County,11,4,210,174,384,2018
214211,21,Kentucky,63,Elliott County,11,5,283,158,441,2018
214212,21,Kentucky,63,Elliott County,11,6,381,174,555,2018
214213,21,Kentucky,63,Elliott County,11,7,325,158,483,2018
214214,21,Kentucky,63,Elliott County,11,8,311,185,496,2018
214215,21,Kentucky,63,Elliott County,11,9,296,222,518,2018
214216,21,Kentucky,63,Elliott County,11,10,353,196,549,2018
214217,21,Kentucky,63,Elliott County,11,11,290,228,518,2018
214218,21,Kentucky,63,Elliott County,11,12,257,207,464,2018
214219,21,Kentucky,63,Elliott County,11,13,252,247,499,2018
214220,21,Kentucky,63,Elliott County,11,14,253,217,470,2018
214221,21,Kentucky,63,Elliott County,11,15,188,209,397,2018
214222,21,Kentucky,63,Elliott County,11,16,128,139,267,2018
214223,21,Kentucky,63,Elliott County,11,17,99,91,190,2018
214224,21,Kentucky,63,Elliott County,11,18,50,109,159,2018
214416,21,Kentucky,65,Estill County,11,1,381,384,765,2018
214417,21,Kentucky,65,Estill County,11,2,415,401,816,2018
214418,21,Kentucky,65,Estill County,11,3,462,454,916,2018
214419,21,Kentucky,65,Estill County,11,4,427,385,812,2018
214420,21,Kentucky,65,Estill County,11,5,385,366,751,2018
214421,21,Kentucky,65,Estill County,11,6,465,422,887,2018
214422,21,Kentucky,65,Estill County,11,7,411,328,739,2018
214423,21,Kentucky,65,Estill County,11,8,415,416,831,2018
214424,21,Kentucky,65,Estill County,11,9,429,442,871,2018
214425,21,Kentucky,65,Estill County,11,10,512,459,971,2018
214426,21,Kentucky,65,Estill County,11,11,549,560,1109,2018
214427,21,Kentucky,65,Estill County,11,12,560,564,1124,2018
214428,21,Kentucky,65,Estill County,11,13,416,488,904,2018
214429,21,Kentucky,65,Estill County,11,14,418,494,912,2018
214430,21,Kentucky,65,Estill County,11,15,340,407,747,2018
214431,21,Kentucky,65,Estill County,11,16,253,286,539,2018
214432,21,Kentucky,65,Estill County,11,17,123,171,294,2018
214433,21,Kentucky,65,Estill County,11,18,72,138,210,2018
214625,21,Kentucky,67,Fayette County,11,1,10104,9421,19525,2018
214626,21,Kentucky,67,Fayette County,11,2,9611,9125,18736,2018
214627,21,Kentucky,67,Fayette County,11,3,9571,9158,18729,2018
214628,21,Kentucky,67,Fayette County,11,4,11028,11273,22301,2018
214629,21,Kentucky,67,Fayette County,11,5,16731,17123,33854,2018
214630,21,Kentucky,67,Fayette County,11,6,13761,13107,26868,2018
214631,21,Kentucky,67,Fayette County,11,7,11737,11307,23044,2018
214632,21,Kentucky,67,Fayette County,11,8,11319,11128,22447,2018
214633,21,Kentucky,67,Fayette County,11,9,10082,9893,19975,2018
214634,21,Kentucky,67,Fayette County,11,10,9582,9660,19242,2018
214635,21,Kentucky,67,Fayette County,11,11,9285,9235,18520,2018
214636,21,Kentucky,67,Fayette County,11,12,9125,10088,19213,2018
214637,21,Kentucky,67,Fayette County,11,13,8410,9702,18112,2018
214638,21,Kentucky,67,Fayette County,11,14,6822,8088,14910,2018
214639,21,Kentucky,67,Fayette County,11,15,4970,6031,11001,2018
214640,21,Kentucky,67,Fayette County,11,16,3154,4329,7483,2018
214641,21,Kentucky,67,Fayette County,11,17,1905,2779,4684,2018
214642,21,Kentucky,67,Fayette County,11,18,1695,3441,5136,2018
214834,21,Kentucky,69,Fleming County,11,1,448,459,907,2018
214835,21,Kentucky,69,Fleming County,11,2,517,452,969,2018
214836,21,Kentucky,69,Fleming County,11,3,495,488,983,2018
214837,21,Kentucky,69,Fleming County,11,4,471,473,944,2018
214838,21,Kentucky,69,Fleming County,11,5,388,382,770,2018
214839,21,Kentucky,69,Fleming County,11,6,427,420,847,2018
214840,21,Kentucky,69,Fleming County,11,7,397,385,782,2018
214841,21,Kentucky,69,Fleming County,11,8,400,430,830,2018
214842,21,Kentucky,69,Fleming County,11,9,434,462,896,2018
214843,21,Kentucky,69,Fleming County,11,10,461,504,965,2018
214844,21,Kentucky,69,Fleming County,11,11,524,500,1024,2018
214845,21,Kentucky,69,Fleming County,11,12,488,474,962,2018
214846,21,Kentucky,69,Fleming County,11,13,453,517,970,2018
214847,21,Kentucky,69,Fleming County,11,14,415,422,837,2018
214848,21,Kentucky,69,Fleming County,11,15,335,392,727,2018
214849,21,Kentucky,69,Fleming County,11,16,226,251,477,2018
214850,21,Kentucky,69,Fleming County,11,17,124,171,295,2018
214851,21,Kentucky,69,Fleming County,11,18,87,160,247,2018
215043,21,Kentucky,71,Floyd County,11,1,1094,998,2092,2018
215044,21,Kentucky,71,Floyd County,11,2,1153,1049,2202,2018
215045,21,Kentucky,71,Floyd County,11,3,1176,1065,2241,2018
215046,21,Kentucky,71,Floyd County,11,4,1164,906,2070,2018
215047,21,Kentucky,71,Floyd County,11,5,1026,865,1891,2018
215048,21,Kentucky,71,Floyd County,11,6,1042,1159,2201,2018
215049,21,Kentucky,71,Floyd County,11,7,982,1038,2020,2018
215050,21,Kentucky,71,Floyd County,11,8,1093,1114,2207,2018
215051,21,Kentucky,71,Floyd County,11,9,1126,1139,2265,2018
215052,21,Kentucky,71,Floyd County,11,10,1152,1239,2391,2018
215053,21,Kentucky,71,Floyd County,11,11,1178,1281,2459,2018
215054,21,Kentucky,71,Floyd County,11,12,1190,1386,2576,2018
215055,21,Kentucky,71,Floyd County,11,13,1255,1387,2642,2018
215056,21,Kentucky,71,Floyd County,11,14,1120,1248,2368,2018
215057,21,Kentucky,71,Floyd County,11,15,781,978,1759,2018
215058,21,Kentucky,71,Floyd County,11,16,505,697,1202,2018
215059,21,Kentucky,71,Floyd County,11,17,310,399,709,2018
215060,21,Kentucky,71,Floyd County,11,18,176,374,550,2018
215252,21,Kentucky,73,Franklin County,11,1,1419,1423,2842,2018
215253,21,Kentucky,73,Franklin County,11,2,1477,1414,2891,2018
215254,21,Kentucky,73,Franklin County,11,3,1575,1495,3070,2018
215255,21,Kentucky,73,Franklin County,11,4,1612,1652,3264,2018
215256,21,Kentucky,73,Franklin County,11,5,1605,1567,3172,2018
215257,21,Kentucky,73,Franklin County,11,6,1717,1745,3462,2018
215258,21,Kentucky,73,Franklin County,11,7,1515,1544,3059,2018
215259,21,Kentucky,73,Franklin County,11,8,1544,1556,3100,2018
215260,21,Kentucky,73,Franklin County,11,9,1513,1560,3073,2018
215261,21,Kentucky,73,Franklin County,11,10,1667,1701,3368,2018
215262,21,Kentucky,73,Franklin County,11,11,1645,1774,3419,2018
215263,21,Kentucky,73,Franklin County,11,12,1658,1870,3528,2018
215264,21,Kentucky,73,Franklin County,11,13,1576,1843,3419,2018
215265,21,Kentucky,73,Franklin County,11,14,1473,1662,3135,2018
215266,21,Kentucky,73,Franklin County,11,15,1067,1346,2413,2018
215267,21,Kentucky,73,Franklin County,11,16,725,880,1605,2018
215268,21,Kentucky,73,Franklin County,11,17,413,608,1021,2018
215269,21,Kentucky,73,Franklin County,11,18,338,636,974,2018
215461,21,Kentucky,75,Fulton County,11,1,210,192,402,2018
215462,21,Kentucky,75,Fulton County,11,2,210,179,389,2018
215463,21,Kentucky,75,Fulton County,11,3,180,159,339,2018
215464,21,Kentucky,75,Fulton County,11,4,159,160,319,2018
215465,21,Kentucky,75,Fulton County,11,5,189,143,332,2018
215466,21,Kentucky,75,Fulton County,11,6,228,215,443,2018
215467,21,Kentucky,75,Fulton County,11,7,206,169,375,2018
215468,21,Kentucky,75,Fulton County,11,8,196,170,366,2018
215469,21,Kentucky,75,Fulton County,11,9,150,147,297,2018
215470,21,Kentucky,75,Fulton County,11,10,187,150,337,2018
215471,21,Kentucky,75,Fulton County,11,11,174,210,384,2018
215472,21,Kentucky,75,Fulton County,11,12,180,240,420,2018
215473,21,Kentucky,75,Fulton County,11,13,245,235,480,2018
215474,21,Kentucky,75,Fulton County,11,14,184,223,407,2018
215475,21,Kentucky,75,Fulton County,11,15,149,190,339,2018
215476,21,Kentucky,75,Fulton County,11,16,99,113,212,2018
215477,21,Kentucky,75,Fulton County,11,17,55,93,148,2018
215478,21,Kentucky,75,Fulton County,11,18,41,90,131,2018
215670,21,Kentucky,77,Gallatin County,11,1,276,289,565,2018
215671,21,Kentucky,77,Gallatin County,11,2,279,295,574,2018
215672,21,Kentucky,77,Gallatin County,11,3,320,304,624,2018
215673,21,Kentucky,77,Gallatin County,11,4,320,266,586,2018
215674,21,Kentucky,77,Gallatin County,11,5,274,234,508,2018
215675,21,Kentucky,77,Gallatin County,11,6,340,294,634,2018
215676,21,Kentucky,77,Gallatin County,11,7,243,254,497,2018
215677,21,Kentucky,77,Gallatin County,11,8,278,278,556,2018
215678,21,Kentucky,77,Gallatin County,11,9,272,259,531,2018
215679,21,Kentucky,77,Gallatin County,11,10,316,287,603,2018
215680,21,Kentucky,77,Gallatin County,11,11,322,336,658,2018
215681,21,Kentucky,77,Gallatin County,11,12,335,331,666,2018
215682,21,Kentucky,77,Gallatin County,11,13,305,292,597,2018
215683,21,Kentucky,77,Gallatin County,11,14,217,208,425,2018
215684,21,Kentucky,77,Gallatin County,11,15,174,180,354,2018
215685,21,Kentucky,77,Gallatin County,11,16,126,122,248,2018
215686,21,Kentucky,77,Gallatin County,11,17,49,64,113,2018
215687,21,Kentucky,77,Gallatin County,11,18,27,66,93,2018
215879,21,Kentucky,79,Garrard County,11,1,519,455,974,2018
215880,21,Kentucky,79,Garrard County,11,2,582,494,1076,2018
215881,21,Kentucky,79,Garrard County,11,3,573,515,1088,2018
215882,21,Kentucky,79,Garrard County,11,4,537,486,1023,2018
215883,21,Kentucky,79,Garrard County,11,5,439,424,863,2018
215884,21,Kentucky,79,Garrard County,11,6,466,518,984,2018
215885,21,Kentucky,79,Garrard County,11,7,482,475,957,2018
215886,21,Kentucky,79,Garrard County,11,8,489,570,1059,2018
215887,21,Kentucky,79,Garrard County,11,9,549,501,1050,2018
215888,21,Kentucky,79,Garrard County,11,10,607,583,1190,2018
215889,21,Kentucky,79,Garrard County,11,11,650,664,1314,2018
215890,21,Kentucky,79,Garrard County,11,12,738,752,1490,2018
215891,21,Kentucky,79,Garrard County,11,13,616,687,1303,2018
215892,21,Kentucky,79,Garrard County,11,14,500,563,1063,2018
215893,21,Kentucky,79,Garrard County,11,15,389,429,818,2018
215894,21,Kentucky,79,Garrard County,11,16,256,342,598,2018
215895,21,Kentucky,79,Garrard County,11,17,162,204,366,2018
215896,21,Kentucky,79,Garrard County,11,18,102,242,344,2018
216088,21,Kentucky,81,Grant County,11,1,963,921,1884,2018
216089,21,Kentucky,81,Grant County,11,2,914,834,1748,2018
216090,21,Kentucky,81,Grant County,11,3,941,1017,1958,2018
216091,21,Kentucky,81,Grant County,11,4,871,840,1711,2018
216092,21,Kentucky,81,Grant County,11,5,826,700,1526,2018
216093,21,Kentucky,81,Grant County,11,6,851,798,1649,2018
216094,21,Kentucky,81,Grant County,11,7,769,714,1483,2018
216095,21,Kentucky,81,Grant County,11,8,775,793,1568,2018
216096,21,Kentucky,81,Grant County,11,9,763,728,1491,2018
216097,21,Kentucky,81,Grant County,11,10,892,899,1791,2018
216098,21,Kentucky,81,Grant County,11,11,840,822,1662,2018
216099,21,Kentucky,81,Grant County,11,12,840,890,1730,2018
216100,21,Kentucky,81,Grant County,11,13,728,740,1468,2018
216101,21,Kentucky,81,Grant County,11,14,562,621,1183,2018
216102,21,Kentucky,81,Grant County,11,15,459,474,933,2018
216103,21,Kentucky,81,Grant County,11,16,335,364,699,2018
216104,21,Kentucky,81,Grant County,11,17,157,200,357,2018
216105,21,Kentucky,81,Grant County,11,18,93,187,280,2018
216297,21,Kentucky,83,Graves County,11,1,1306,1210,2516,2018
216298,21,Kentucky,83,Graves County,11,2,1284,1242,2526,2018
216299,21,Kentucky,83,Graves County,11,3,1227,1182,2409,2018
216300,21,Kentucky,83,Graves County,11,4,1164,1126,2290,2018
216301,21,Kentucky,83,Graves County,11,5,1082,978,2060,2018
216302,21,Kentucky,83,Graves County,11,6,1170,1218,2388,2018
216303,21,Kentucky,83,Graves County,11,7,1035,1062,2097,2018
216304,21,Kentucky,83,Graves County,11,8,1045,1191,2236,2018
216305,21,Kentucky,83,Graves County,11,9,1082,1064,2146,2018
216306,21,Kentucky,83,Graves County,11,10,1101,1159,2260,2018
216307,21,Kentucky,83,Graves County,11,11,1236,1221,2457,2018
216308,21,Kentucky,83,Graves County,11,12,1238,1362,2600,2018
216309,21,Kentucky,83,Graves County,11,13,1180,1251,2431,2018
216310,21,Kentucky,83,Graves County,11,14,1043,1113,2156,2018
216311,21,Kentucky,83,Graves County,11,15,828,945,1773,2018
216312,21,Kentucky,83,Graves County,11,16,603,746,1349,2018
216313,21,Kentucky,83,Graves County,11,17,331,478,809,2018
216314,21,Kentucky,83,Graves County,11,18,299,515,814,2018
216506,21,Kentucky,85,Grayson County,11,1,810,788,1598,2018
216507,21,Kentucky,85,Grayson County,11,2,843,824,1667,2018
216508,21,Kentucky,85,Grayson County,11,3,947,847,1794,2018
216509,21,Kentucky,85,Grayson County,11,4,862,781,1643,2018
216510,21,Kentucky,85,Grayson County,11,5,800,657,1457,2018
216511,21,Kentucky,85,Grayson County,11,6,883,847,1730,2018
216512,21,Kentucky,85,Grayson County,11,7,793,683,1476,2018
216513,21,Kentucky,85,Grayson County,11,8,842,796,1638,2018
216514,21,Kentucky,85,Grayson County,11,9,801,766,1567,2018
216515,21,Kentucky,85,Grayson County,11,10,834,816,1650,2018
216516,21,Kentucky,85,Grayson County,11,11,871,836,1707,2018
216517,21,Kentucky,85,Grayson County,11,12,988,934,1922,2018
216518,21,Kentucky,85,Grayson County,11,13,865,930,1795,2018
216519,21,Kentucky,85,Grayson County,11,14,764,847,1611,2018
216520,21,Kentucky,85,Grayson County,11,15,573,624,1197,2018
216521,21,Kentucky,85,Grayson County,11,16,422,472,894,2018
216522,21,Kentucky,85,Grayson County,11,17,234,295,529,2018
216523,21,Kentucky,85,Grayson County,11,18,151,295,446,2018
216715,21,Kentucky,87,Green County,11,1,276,333,609,2018
216716,21,Kentucky,87,Green County,11,2,321,300,621,2018
216717,21,Kentucky,87,Green County,11,3,341,331,672,2018
216718,21,Kentucky,87,Green County,11,4,336,295,631,2018
216719,21,Kentucky,87,Green County,11,5,311,259,570,2018
216720,21,Kentucky,87,Green County,11,6,282,324,606,2018
216721,21,Kentucky,87,Green County,11,7,276,242,518,2018
216722,21,Kentucky,87,Green County,11,8,316,349,665,2018
216723,21,Kentucky,87,Green County,11,9,315,316,631,2018
216724,21,Kentucky,87,Green County,11,10,366,342,708,2018
216725,21,Kentucky,87,Green County,11,11,398,445,843,2018
216726,21,Kentucky,87,Green County,11,12,472,424,896,2018
216727,21,Kentucky,87,Green County,11,13,409,390,799,2018
216728,21,Kentucky,87,Green County,11,14,363,370,733,2018
216729,21,Kentucky,87,Green County,11,15,270,310,580,2018
216730,21,Kentucky,87,Green County,11,16,184,250,434,2018
216731,21,Kentucky,87,Green County,11,17,126,159,285,2018
216732,21,Kentucky,87,Green County,11,18,84,164,248,2018
216924,21,Kentucky,89,Greenup County,11,1,938,938,1876,2018
216925,21,Kentucky,89,Greenup County,11,2,1081,967,2048,2018
216926,21,Kentucky,89,Greenup County,11,3,1162,1110,2272,2018
216927,21,Kentucky,89,Greenup County,11,4,1082,918,2000,2018
216928,21,Kentucky,89,Greenup County,11,5,927,858,1785,2018
216929,21,Kentucky,89,Greenup County,11,6,1097,1012,2109,2018
216930,21,Kentucky,89,Greenup County,11,7,852,919,1771,2018
216931,21,Kentucky,89,Greenup County,11,8,1083,1053,2136,2018
216932,21,Kentucky,89,Greenup County,11,9,1073,1090,2163,2018
216933,21,Kentucky,89,Greenup County,11,10,1118,1259,2377,2018
216934,21,Kentucky,89,Greenup County,11,11,1127,1209,2336,2018
216935,21,Kentucky,89,Greenup County,11,12,1163,1267,2430,2018
216936,21,Kentucky,89,Greenup County,11,13,1217,1360,2577,2018
216937,21,Kentucky,89,Greenup County,11,14,1069,1235,2304,2018
216938,21,Kentucky,89,Greenup County,11,15,906,1054,1960,2018
216939,21,Kentucky,89,Greenup County,11,16,568,745,1313,2018
216940,21,Kentucky,89,Greenup County,11,17,388,570,958,2018
216941,21,Kentucky,89,Greenup County,11,18,297,556,853,2018
217133,21,Kentucky,91,Hancock County,11,1,315,286,601,2018
217134,21,Kentucky,91,Hancock County,11,2,298,278,576,2018
217135,21,Kentucky,91,Hancock County,11,3,375,277,652,2018
217136,21,Kentucky,91,Hancock County,11,4,319,272,591,2018
217137,21,Kentucky,91,Hancock County,11,5,223,242,465,2018
217138,21,Kentucky,91,Hancock County,11,6,282,257,539,2018
217139,21,Kentucky,91,Hancock County,11,7,240,203,443,2018
217140,21,Kentucky,91,Hancock County,11,8,245,267,512,2018
217141,21,Kentucky,91,Hancock County,11,9,261,257,518,2018
217142,21,Kentucky,91,Hancock County,11,10,305,298,603,2018
217143,21,Kentucky,91,Hancock County,11,11,309,272,581,2018
217144,21,Kentucky,91,Hancock County,11,12,303,318,621,2018
217145,21,Kentucky,91,Hancock County,11,13,306,264,570,2018
217146,21,Kentucky,91,Hancock County,11,14,237,220,457,2018
217147,21,Kentucky,91,Hancock County,11,15,204,218,422,2018
217148,21,Kentucky,91,Hancock County,11,16,142,155,297,2018
217149,21,Kentucky,91,Hancock County,11,17,81,92,173,2018
217150,21,Kentucky,91,Hancock County,11,18,49,88,137,2018
217342,21,Kentucky,93,Hardin County,11,1,3735,3627,7362,2018
217343,21,Kentucky,93,Hardin County,11,2,3853,3578,7431,2018
217344,21,Kentucky,93,Hardin County,11,3,4012,3793,7805,2018
217345,21,Kentucky,93,Hardin County,11,4,3852,3372,7224,2018
217346,21,Kentucky,93,Hardin County,11,5,4264,3203,7467,2018
217347,21,Kentucky,93,Hardin County,11,6,3968,3792,7760,2018
217348,21,Kentucky,93,Hardin County,11,7,3616,3612,7228,2018
217349,21,Kentucky,93,Hardin County,11,8,3723,3716,7439,2018
217350,21,Kentucky,93,Hardin County,11,9,3396,3382,6778,2018
217351,21,Kentucky,93,Hardin County,11,10,3538,3591,7129,2018
217352,21,Kentucky,93,Hardin County,11,11,3477,3579,7056,2018
217353,21,Kentucky,93,Hardin County,11,12,3762,3965,7727,2018
217354,21,Kentucky,93,Hardin County,11,13,3082,3471,6553,2018
217355,21,Kentucky,93,Hardin County,11,14,2506,2762,5268,2018
217356,21,Kentucky,93,Hardin County,11,15,1703,2187,3890,2018
217357,21,Kentucky,93,Hardin County,11,16,1224,1606,2830,2018
217358,21,Kentucky,93,Hardin County,11,17,670,1037,1707,2018
217359,21,Kentucky,93,Hardin County,11,18,588,1114,1702,2018
217551,21,Kentucky,95,Harlan County,11,1,872,863,1735,2018
217552,21,Kentucky,95,Harlan County,11,2,847,881,1728,2018
217553,21,Kentucky,95,Harlan County,11,3,820,818,1638,2018
217554,21,Kentucky,95,Harlan County,11,4,728,709,1437,2018
217555,21,Kentucky,95,Harlan County,11,5,655,677,1332,2018
217556,21,Kentucky,95,Harlan County,11,6,835,883,1718,2018
217557,21,Kentucky,95,Harlan County,11,7,751,789,1540,2018
217558,21,Kentucky,95,Harlan County,11,8,762,769,1531,2018
217559,21,Kentucky,95,Harlan County,11,9,760,758,1518,2018
217560,21,Kentucky,95,Harlan County,11,10,821,850,1671,2018
217561,21,Kentucky,95,Harlan County,11,11,862,915,1777,2018
217562,21,Kentucky,95,Harlan County,11,12,836,1028,1864,2018
217563,21,Kentucky,95,Harlan County,11,13,944,1031,1975,2018
217564,21,Kentucky,95,Harlan County,11,14,847,922,1769,2018
217565,21,Kentucky,95,Harlan County,11,15,577,698,1275,2018
217566,21,Kentucky,95,Harlan County,11,16,370,463,833,2018
